path	issue	family	current_name	role	kind	subject	detail	sheet	cell	of	grid	sheet_objects_in_reading_order
cut/icon_sheet_3x3_20260918_111327__p06.png	placeholder	icon	icon_sheet_3x3_20260918_111327__p06	sprite	ui_frame	ui icon sheet	dark rectangle with corner icons	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111327.png	6	9	3x3	engine nozzle connector | gripper arm device | simple arch handle | double arch handle | small ribbed arch | rounded rectangular panel | long dotted vent panel | diagonal cross hatch panel | vertical grilled radiator block
cut/icon_sheet_3x3_20260918_111327__p07.png	placeholder	icon	icon_sheet_3x3_20260918_111327__p07	sprite	ui_frame	icon sheet frame	dark panel with rivets	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111327.png	7	9	3x3	engine nozzle connector | gripper arm device | simple arch handle | double arch handle | small ribbed arch | rounded rectangular panel | long dotted vent panel | diagonal cross hatch panel | vertical grilled radiator block
cut/icon_sheet_3x3_20260918_111327__p08.png	placeholder	icon	icon_sheet_3x3_20260918_111327__p08	sprite	icon	abstract geometric icon	black white diagonal maze	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111327.png	8	9	3x3	engine nozzle connector | gripper arm device | simple arch handle | double arch handle | small ribbed arch | rounded rectangular panel | long dotted vent panel | diagonal cross hatch panel | vertical grilled radiator block
cut/icon_sheet_3x3_20260918_111327__p09.png	placeholder	icon	icon_sheet_3x3_20260918_111327__p09	sprite	icon	abstract engine icon	black engine block three stripes	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111327.png	9	9	3x3	engine nozzle connector | gripper arm device | simple arch handle | double arch handle | small ribbed arch | rounded rectangular panel | long dotted vent panel | diagonal cross hatch panel | vertical grilled radiator block
cut/icon_sheet_3x3_20260918_111411__p01.png	placeholder	icon	icon_sheet_3x3_20260918_111411__p01	sprite	icon	black vent icon	black frame with vertical slots	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111411.png	1	9	3x3	barred container silhouette | octagonal ring module | flared tower silhouette | winged tower emitter | side-podded module | chevron-striped canister | double arrow marker | crosshair target reticle | dish antenna signal
cut/icon_sheet_3x3_20260918_111411__p02.png	placeholder	icon	icon_sheet_3x3_20260918_111411__p02	sprite	ui_frame	ui icon frame	hexagonal frame square center	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111411.png	2	9	3x3	barred container silhouette | octagonal ring module | flared tower silhouette | winged tower emitter | side-podded module | chevron-striped canister | double arrow marker | crosshair target reticle | dish antenna signal
cut/icon_sheet_3x3_20260918_111411__p03.png	placeholder	icon	icon_sheet_3x3_20260918_111411__p03	sprite	icon	black abstract shapes	black trapezoid rectangles white	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111411.png	3	9	3x3	barred container silhouette | octagonal ring module | flared tower silhouette | winged tower emitter | side-podded module | chevron-striped canister | double arrow marker | crosshair target reticle | dish antenna signal
cut/icon_sheet_3x3_20260918_111411__p04.png	placeholder	icon	icon_sheet_3x3_20260918_111411__p04	sprite	other	abstract black shapes	black geometric panels layout	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111411.png	4	9	3x3	barred container silhouette | octagonal ring module | flared tower silhouette | winged tower emitter | side-podded module | chevron-striped canister | double arrow marker | crosshair target reticle | dish antenna signal
cut/icon_sheet_3x3_20260918_111411__p05.png	placeholder	icon	icon_sheet_3x3_20260918_111411__p05	sprite	icon	abstract ui icon	black geometric ship silhouette	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111411.png	5	9	3x3	barred container silhouette | octagonal ring module | flared tower silhouette | winged tower emitter | side-podded module | chevron-striped canister | double arrow marker | crosshair target reticle | dish antenna signal
cut/icon_sheet_3x3_20260918_111411__p06.png	placeholder	icon	icon_sheet_3x3_20260918_111411__p06	sprite	icon	rank insignia	three white chevrons badge	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111411.png	6	9	3x3	barred container silhouette | octagonal ring module | flared tower silhouette | winged tower emitter | side-podded module | chevron-striped canister | double arrow marker | crosshair target reticle | dish antenna signal
cut/icon_sheet_3x3_20260918_111411__p07.png	placeholder	icon	icon_sheet_3x3_20260918_111411__p07	sprite	icon	right arrow icon	white arrow on black	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111411.png	7	9	3x3	barred container silhouette | octagonal ring module | flared tower silhouette | winged tower emitter | side-podded module | chevron-striped canister | double arrow marker | crosshair target reticle | dish antenna signal
cut/icon_sheet_3x3_20260918_111411__p08.png	placeholder	icon	icon_sheet_3x3_20260918_111411__p08	sprite	icon	target reticle	black crosshair corner brackets	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111411.png	8	9	3x3	barred container silhouette | octagonal ring module | flared tower silhouette | winged tower emitter | side-podded module | chevron-striped canister | double arrow marker | crosshair target reticle | dish antenna signal
cut/icon_sheet_3x3_20260918_111411__p09.png	placeholder	icon	icon_sheet_3x3_20260918_111411__p09	sprite	icon	satellite dish icon	black dish with signal arcs	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111411.png	9	9	3x3	barred container silhouette | octagonal ring module | flared tower silhouette | winged tower emitter | side-podded module | chevron-striped canister | double arrow marker | crosshair target reticle | dish antenna signal
cut/icon_sheet_3x3_20260918_111450__p01.png	placeholder	icon	icon_sheet_3x3_20260918_111450__p01	sprite	icon	targeting reticles	two crosshair square icons	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111450.png	1	9	3x3	double window panels | launching pad | crossed frame | robotic arm | claw hook | hopper funnel | hangar fighters | thruster exhaust | battery cells
cut/icon_sheet_3x3_20260918_111450__p02.png	placeholder	icon	icon_sheet_3x3_20260918_111450__p02	sprite	icon	abstract ui shapes	black geometric shapes white background	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111450.png	2	9	3x3	double window panels | launching pad | crossed frame | robotic arm | claw hook | hopper funnel | hangar fighters | thruster exhaust | battery cells
cut/icon_sheet_3x3_20260918_111450__p03.png	placeholder	icon	icon_sheet_3x3_20260918_111450__p03	sprite	icon	white node diagram	four squares connected center	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111450.png	3	9	3x3	double window panels | launching pad | crossed frame | robotic arm | claw hook | hopper funnel | hangar fighters | thruster exhaust | battery cells
cut/icon_sheet_3x3_20260918_111450__p04.png	placeholder	icon	icon_sheet_3x3_20260918_111450__p04	sprite	icon	black abstract icon	black geometric shapes on white	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111450.png	4	9	3x3	double window panels | launching pad | crossed frame | robotic arm | claw hook | hopper funnel | hangar fighters | thruster exhaust | battery cells
cut/icon_sheet_3x3_20260918_111450__p05.png	placeholder	icon	icon_sheet_3x3_20260918_111450__p05	sprite	icon	black tool icons	wrench hook silhouettes white	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111450.png	5	9	3x3	double window panels | launching pad | crossed frame | robotic arm | claw hook | hopper funnel | hangar fighters | thruster exhaust | battery cells
cut/icon_sheet_3x3_20260918_111450__p06.png	placeholder	icon	icon_sheet_3x3_20260918_111450__p06	sprite	icon	mining rig icon	black silhouette mining structure	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111450.png	6	9	3x3	double window panels | launching pad | crossed frame | robotic arm | claw hook | hopper funnel | hangar fighters | thruster exhaust | battery cells
cut/icon_sheet_3x3_20260918_111450__p07.png	placeholder	icon	icon_sheet_3x3_20260918_111450__p07	sprite	icon	space fighter icons	two black jet silhouettes	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111450.png	7	9	3x3	double window panels | launching pad | crossed frame | robotic arm | claw hook | hopper funnel | hangar fighters | thruster exhaust | battery cells
cut/icon_sheet_3x3_20260918_111450__p08.png	placeholder	icon	icon_sheet_3x3_20260918_111450__p08	sprite	icon	black geometric icon	black trapezoid with three bars	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111450.png	8	9	3x3	double window panels | launching pad | crossed frame | robotic arm | claw hook | hopper funnel | hangar fighters | thruster exhaust | battery cells
cut/icon_sheet_3x3_20260918_111450__p09.png	placeholder	icon	icon_sheet_3x3_20260918_111450__p09	sprite	structure	black sci-fi panels	black plates with vertical slits	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111450.png	9	9	3x3	double window panels | launching pad | crossed frame | robotic arm | claw hook | hopper funnel | hangar fighters | thruster exhaust | battery cells
cut/icon_sheet_4x2_20260918_110642__p01.png	placeholder	icon	icon_sheet_4x2_20260918_110642__p01	sprite	prop	armored engine vent	riveted metal housing orange glow	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110642.png	1	8	4x2	trapezoid vent panel | glowing vertical core | circular ring hatch | arched glowing vent | angled armor plates | square circuit panel | chevron marked hatch | octagonal frame hatch
cut/icon_sheet_4x2_20260918_110642__p02.png	placeholder	icon	icon_sheet_4x2_20260918_110642__p02	sprite	prop	energy cell	armored housing glowing orange core	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110642.png	2	8	4x2	trapezoid vent panel | glowing vertical core | circular ring hatch | arched glowing vent | angled armor plates | square circuit panel | chevron marked hatch | octagonal frame hatch
cut/icon_sheet_4x2_20260918_110642__p03.png	placeholder	icon	icon_sheet_4x2_20260918_110642__p03	sprite	prop	weathered metal ring	rusty industrial ring mounting bracket	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110642.png	3	8	4x2	trapezoid vent panel | glowing vertical core | circular ring hatch | arched glowing vent | angled armor plates | square circuit panel | chevron marked hatch | octagonal frame hatch
cut/icon_sheet_4x2_20260918_110642__p04.png	placeholder	icon	icon_sheet_4x2_20260918_110642__p04	sprite	gate	metal arch gate	glowing orange inner arch	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110642.png	4	8	4x2	trapezoid vent panel | glowing vertical core | circular ring hatch | arched glowing vent | angled armor plates | square circuit panel | chevron marked hatch | octagonal frame hatch
cut/icon_sheet_4x2_20260918_110642__p05.png	placeholder	icon	icon_sheet_4x2_20260918_110642__p05	sprite	prop	armor plates	rusty riveted metal plates	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110642.png	5	8	4x2	trapezoid vent panel | glowing vertical core | circular ring hatch | arched glowing vent | angled armor plates | square circuit panel | chevron marked hatch | octagonal frame hatch
cut/icon_sheet_4x2_20260918_110642__p06.png	placeholder	icon	icon_sheet_4x2_20260918_110642__p06	sprite	ui_frame	metal tech panel	glowing orange circuit slots	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110642.png	6	8	4x2	trapezoid vent panel | glowing vertical core | circular ring hatch | arched glowing vent | angled armor plates | square circuit panel | chevron marked hatch | octagonal frame hatch
cut/icon_sheet_4x2_20260918_110642__p07.png	placeholder	icon	icon_sheet_4x2_20260918_110642__p07	sprite	prop	armored rank insignia	worn metal chevron orange vent	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110642.png	7	8	4x2	trapezoid vent panel | glowing vertical core | circular ring hatch | arched glowing vent | angled armor plates | square circuit panel | chevron marked hatch | octagonal frame hatch
cut/icon_sheet_4x2_20260918_110642__p08.png	placeholder	icon	icon_sheet_4x2_20260918_110642__p08	sprite	ui_frame	armored hull frame	riveted metal octagonal border	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110642.png	8	8	4x2	trapezoid vent panel | glowing vertical core | circular ring hatch | arched glowing vent | angled armor plates | square circuit panel | chevron marked hatch | octagonal frame hatch
cut/icon_sheet_4x2_20260918_110921__p01.png	placeholder	icon	icon_sheet_4x2_20260918_110921__p01	sprite	prop	armored thruster nozzle	weathered metal trapezoid glowing vents	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110921.png	1	8	4x2	vented trapezoid thruster | orange lined reactor | claw ring coupling | orange arc gauge | stacked metal plates | square circuit block | chevron armor plate | octagonal bracket frame
cut/icon_sheet_4x2_20260918_110921__p02.png	placeholder	icon	icon_sheet_4x2_20260918_110921__p02	sprite	icon	energy cell icon	metal frame three orange vials	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110921.png	2	8	4x2	vented trapezoid thruster | orange lined reactor | claw ring coupling | orange arc gauge | stacked metal plates | square circuit block | chevron armor plate | octagonal bracket frame
cut/icon_sheet_4x2_20260918_110921__p03.png	placeholder	icon	icon_sheet_4x2_20260918_110921__p03	sprite	ui_frame	armored bracket frame	weathered metal with orange glow	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110921.png	3	8	4x2	vented trapezoid thruster | orange lined reactor | claw ring coupling | orange arc gauge | stacked metal plates | square circuit block | chevron armor plate | octagonal bracket frame
cut/icon_sheet_4x2_20260918_110921__p04.png	placeholder	icon	icon_sheet_4x2_20260918_110921__p04	sprite	gate	metal arch gate	worn metal arch glowing orange	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110921.png	4	8	4x2	vented trapezoid thruster | orange lined reactor | claw ring coupling | orange arc gauge | stacked metal plates | square circuit block | chevron armor plate | octagonal bracket frame
cut/icon_sheet_4x2_20260918_110921__p05.png	placeholder	icon	icon_sheet_4x2_20260918_110921__p05	sprite	prop	metal plates	three layered weathered iron plates	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110921.png	5	8	4x2	vented trapezoid thruster | orange lined reactor | claw ring coupling | orange arc gauge | stacked metal plates | square circuit block | chevron armor plate | octagonal bracket frame
cut/icon_sheet_4x2_20260918_110921__p06.png	placeholder	icon	icon_sheet_4x2_20260918_110921__p06	sprite	ui_frame	metal processor icon	dark metallic square chip	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110921.png	6	8	4x2	vented trapezoid thruster | orange lined reactor | claw ring coupling | orange arc gauge | stacked metal plates | square circuit block | chevron armor plate | octagonal bracket frame
cut/icon_sheet_4x2_20260918_110921__p07.png	placeholder	icon	icon_sheet_4x2_20260918_110921__p07	sprite	prop	armored emblem plate	rusty metal chevron badge	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110921.png	7	8	4x2	vented trapezoid thruster | orange lined reactor | claw ring coupling | orange arc gauge | stacked metal plates | square circuit block | chevron armor plate | octagonal bracket frame
cut/icon_sheet_4x2_20260918_110921__p08.png	placeholder	icon	icon_sheet_4x2_20260918_110921__p08	sprite	ui_frame	metal ui frame	weathered steel octagonal border	raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110921.png	8	8	4x2	vented trapezoid thruster | orange lined reactor | claw ring coupling | orange arc gauge | stacked metal plates | square circuit block | chevron armor plate | octagonal bracket frame
cut/icon_sheet_4x2_20260918_111044__p01.png	placeholder	icon	icon_sheet_4x2_20260918_111044__p01	sprite	icon	black bucket icon	black bucket on white	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111044.png	1	8	4x2	trapezoid cup module | barred rectangular module | open clamp module | dome arch module | stacked plate layers | diamond box module | chevron engine module | buckled crate module
cut/icon_sheet_4x2_20260918_111044__p02.png	placeholder	icon	icon_sheet_4x2_20260918_111044__p02	sprite	icon	bar icon	three vertical white bars	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111044.png	2	8	4x2	trapezoid cup module | barred rectangular module | open clamp module | dome arch module | stacked plate layers | diamond box module | chevron engine module | buckled crate module
cut/icon_sheet_4x2_20260918_111044__p03.png	placeholder	icon	icon_sheet_4x2_20260918_111044__p03	sprite	ui_frame	ui slot frame	black octagonal panel white corners	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111044.png	3	8	4x2	trapezoid cup module | barred rectangular module | open clamp module | dome arch module | stacked plate layers | diamond box module | chevron engine module | buckled crate module
cut/icon_sheet_4x2_20260918_111044__p04.png	placeholder	icon	icon_sheet_4x2_20260918_111044__p04	sprite	icon	black icon shape	black arch with base	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111044.png	4	8	4x2	trapezoid cup module | barred rectangular module | open clamp module | dome arch module | stacked plate layers | diamond box module | chevron engine module | buckled crate module
cut/icon_sheet_4x2_20260918_111044__p05.png	placeholder	icon	icon_sheet_4x2_20260918_111044__p05	sprite	other	abstract geometric shapes	three angled black bars	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111044.png	5	8	4x2	trapezoid cup module | barred rectangular module | open clamp module | dome arch module | stacked plate layers | diamond box module | chevron engine module | buckled crate module
cut/icon_sheet_4x2_20260918_111044__p06.png	placeholder	icon	icon_sheet_4x2_20260918_111044__p06	sprite	icon	cargo icon	white wireframe box symbol	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111044.png	6	8	4x2	trapezoid cup module | barred rectangular module | open clamp module | dome arch module | stacked plate layers | diamond box module | chevron engine module | buckled crate module
cut/icon_sheet_4x2_20260918_111044__p07.png	placeholder	icon	icon_sheet_4x2_20260918_111044__p07	sprite	icon	military rank icon	chevron stripes armored symbol	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111044.png	7	8	4x2	trapezoid cup module | barred rectangular module | open clamp module | dome arch module | stacked plate layers | diamond box module | chevron engine module | buckled crate module
cut/icon_sheet_4x2_20260918_111044__p08.png	placeholder	icon	icon_sheet_4x2_20260918_111044__p08	sprite	prop	cargo container	black crate with latch	raw/grimdark-painted-sci-fi-semi-realistic__20260918-111044.png	8	8	4x2	trapezoid cup module | barred rectangular module | open clamp module | dome arch module | stacked plate layers | diamond box module | chevron engine module | buckled crate module
cut/icon_sheet_5x4_20260918_110236__p01.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p01	sprite	asteroid	dark asteroid	jagged metallic rocky surface	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	1	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p02.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p02	sprite	asteroid	metallic asteroid	rough bronze rocky texture	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	2	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p03.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p03	sprite	asteroid	rocky asteroid	jagged dark metallic ore	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	3	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p04.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p04	sprite	prop	metal bar	dark rectangular weathered metal block	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	4	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p05.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p05	sprite	asteroid	layered rock slab	dark jagged stacked strata	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	5	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p06.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p06	sprite	asteroid	dark metal asteroid	faceted dark metallic rock	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	6	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p07.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p07	sprite	asteroid	metallic crystal vein	embedded metallic crystal vein	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	7	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p08.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p08	sprite	asteroid	asteroid rock	dark metallic rocky chunk	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	8	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p09.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p09	sprite	prop	metal cube	dark rusted block	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	9	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p10.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p10	sprite	asteroid	crystal ore chunk	dark rock with crystal spikes	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	10	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p11.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p11	sprite	asteroid	rocky asteroid	rough brown metallic surface	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	11	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p12.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p12	sprite	asteroid	layered asteroid rock	stacked metallic rock slabs	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	12	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p13.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p13	sprite	prop	dark ore chunk	rough rock with embedded crystal	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	13	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p14.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p14	sprite	asteroid	spiked asteroid	dark jagged metallic spikes	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	14	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p15.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p15	sprite	asteroid	dark metallic asteroid	rough dark metal rock	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	15	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p16.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p16	sprite	pickup	dark crystal ore	jagged black stacked shards	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	16	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p17.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p17	sprite	asteroid	asteroid rock	dark jagged ore vein	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	17	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p18.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p18	sprite	asteroid	glowing asteroid rock	molten crack dark crust	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	18	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
